"ProteinIDs"	"ProteinNames"	"GeneNames"	"GeneNamesUnique"
"SETMAR"	"Q53H47-3;Q53H47"	"Histone-lysine N-methyltransferase SETMAR;Histone-lysine N-methyltransferase;Transposon Hsmar1 transposase"	"SETMAR"	"SETMAR"
"SF1"	"Q15637-6;Q15637-2;Q15637-4;Q15637-3;Q15637"	"Splicing factor 1"	"SF1"	"SF1"
"SF3A1"	"Q15459;Q15459-2"	"Splicing factor 3A subunit 1"	"SF3A1"	"SF3A1"
"SF3A2"	"Q15428"	"Splicing factor 3A subunit 2"	"SF3A2"	"SF3A2"
"SF3A3"	"Q12874"	"Splicing factor 3A subunit 3"	"SF3A3"	"SF3A3"
"SF3B1"	"O75533;O75533-2"	"Splicing factor 3B subunit 1"	"SF3B1"	"SF3B1"
"SF3B2"	"Q13435"	"Splicing factor 3B subunit 2"	"SF3B2"	"SF3B2"
"SF3B3"	"Q15393;Q15393-3;Q15393-2"	"Splicing factor 3B subunit 3"	"SF3B3"	"SF3B3"
"SF3B4"	"Q15427"	"Splicing factor 3B subunit 4"	"SF3B4"	"SF3B4"
"SF3B5"	"Q9BWJ5"	"Splicing factor 3B subunit 5"	"SF3B5"	"SF3B5"
"SF3B6"	"Q9Y3B4"	"Splicing factor 3B subunit 6"	"SF3B6"	"SF3B6"
"SFN"	"P31947;P31947-2"	"14-3-3 protein sigma"	"SFN"	"SFN"
"SFPQ"	"P23246;P23246-2"	"Splicing factor, proline- and glutamine-rich"	"SFPQ"	"SFPQ"
"SFSWAP"	"Q12872;Q12872-2"	"Splicing factor, suppressor of white-apricot homolog"	"SFSWAP"	"SFSWAP"
"SFT2D3"	"Q587I9"	"Vesicle transport protein SFT2C"	"SFT2D3"	"SFT2D3"
"SFXN1"	"Q9H9B4"	"Sideroflexin-1"	"SFXN1"	"SFXN1"
"SFXN2"	"Q96NB2"	"Sideroflexin-2"	"SFXN2"	"SFXN2"
"SFXN3"	"Q9BWM7"	"Sideroflexin-3"	"SFXN3"	"SFXN3"
"SGK3"	"Q96BR1-2;Q96BR1"	"Serine/threonine-protein kinase Sgk3"	"SGK3"	"SGK3"
"SGPL1"	"O95470"	"Sphingosine-1-phosphate lyase 1"	"SGPL1"	"SGPL1"
"SGSH"	"P51688"	"N-sulphoglucosamine sulphohydrolase"	"SGSH"	"SGSH"
"SGSM3"	"Q96HU1;Q96HU1-2"	"Small G protein signaling modulator 3"	"SGSM3"	"SGSM3"
"SGTA"	"O43765"	"Small glutamine-rich tetratricopeptide repeat-containing protein alpha"	"SGTA"	"SGTA"
"SH2B1"	"Q9NRF2-2;Q9NRF2-3;Q9NRF2"	"SH2B adapter protein 1"	"SH2B1"	"SH2B1"
"SH2D3A"	"Q9BRG2-2;Q9BRG2"	"SH2 domain-containing protein 3A"	"SH2D3A"	"SH2D3A"
"SH2D4A"	"Q9H788-2;Q9H788"	"SH2 domain-containing protein 4A"	"SH2D4A"	"SH2D4A"
"SH3BGRL"	"O75368"	"SH3 domain-binding glutamic acid-rich-like protein"	"SH3BGRL"	"SH3BGRL"
"SH3BGRL2"	"Q9UJC5"	"SH3 domain-binding glutamic acid-rich-like protein 2"	"SH3BGRL2"	"SH3BGRL2"
"SH3BGRL3"	"Q9H299"	"SH3 domain-binding glutamic acid-rich-like protein 3"	"SH3BGRL3"	"SH3BGRL3"
"SH3BP1"	"Q9Y3L3-2;Q9Y3L3"	"SH3 domain-binding protein 1"	"SH3BP1"	"SH3BP1"
"SH3BP2"	"P78314;P78314-3;P78314-4"	"SH3 domain-binding protein 2"	"SH3BP2"	"SH3BP2"
"SH3BP4"	"Q9P0V3;Q9P0V3-2"	"SH3 domain-binding protein 4"	"SH3BP4"	"SH3BP4"
"SH3GL1"	"Q99961;Q99961-3;Q99961-2;Q99962"	"Endophilin-A2"	"SH3GL1"	"SH3GL1"
"SH3GLB1"	"Q9Y371;Q9Y371-2;Q9Y371-3"	"Endophilin-B1"	"SH3GLB1"	"SH3GLB1"
"SH3GLB2"	"Q9NR46;Q9NR46-2"	"Endophilin-B2"	"SH3GLB2"	"SH3GLB2"
"SH3PXD2B"	"A1X283"	"SH3 and PX domain-containing protein 2B"	"SH3PXD2B"	"SH3PXD2B"
"SHANK2"	"Q9UPX8-3;Q9UPX8;Q9UPX8-4"	"SH3 and multiple ankyrin repeat domains protein 2"	"SHANK2"	"SHANK2"
"SHB"	"Q15464;Q15464-2"	"SH2 domain-containing adapter protein B"	"SHB"	"SHB"
"SHC1"	"P29353-3;P29353-2;P29353-7;P29353;P29353-6;P29353-5;P98077"	"SHC-transforming protein 1"	"SHC1"	"SHC1"
"SHMT1"	"P34896-2;P34896;P34896-3;P34896-4"	"Serine hydroxymethyltransferase, cytosolic"	"SHMT1"	"SHMT1"
"SHMT2"	"P34897-3;P34897;P34897-2"	"Serine hydroxymethyltransferase, mitochondrial"	"SHMT2"	"SHMT2"
"SHOC2"	"Q9UQ13;Q9UQ13-2"	"Leucine-rich repeat protein SHOC-2"	"SHOC2"	"SHOC2"
"SHPK"	"Q9UHJ6"	"Sedoheptulokinase"	"SHPK"	"SHPK"
"SHROOM2"	"Q13796"	"Protein Shroom2"	"SHROOM2"	"SHROOM2"
"SHROOM3"	"Q8TF72;Q9ULL8-2;Q9ULL8"	"Protein Shroom3"	"SHROOM3"	"SHROOM3"
"SIAE"	"Q9HAT2;Q9HAT2-2"	"Sialate O-acetylesterase"	"SIAE"	"SIAE"
"SIGIRR"	"Q6IA17;Q6IA17-2"	"Single Ig IL-1-related receptor"	"SIGIRR"	"SIGIRR"
"SIGMAR1"	"Q99720;Q99720-5;Q99720-2;Q99720-3;Q99720-4"	"Sigma non-opioid intracellular receptor 1"	"SIGMAR1"	"SIGMAR1"
"SIN3A"	"Q96ST3"	"Paired amphipathic helix protein Sin3a"	"SIN3A"	"SIN3A"
"SIN3B"	"O75182-2;O75182-3;O75182"	"Paired amphipathic helix protein Sin3b"	"SIN3B"	"SIN3B"
"SIPA1"	"Q96FS4"	"Signal-induced proliferation-associated protein 1"	"SIPA1"	"SIPA1"
"SIPA1L3"	"O60292"	"Signal-induced proliferation-associated 1-like protein 3"	"SIPA1L3"	"SIPA1L3"
"SIRPA;SIRPB1"	"P78324-4;P78324;Q5TFQ8;P78324-2"	"Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3"	"SIRPA;SIRPB1"	"SIRPA;SIRPB1"
"SIRT2"	"Q8IXJ6;Q8IXJ6-2;Q8IXJ6-3;Q8IXJ6-4;Q8IXJ6-5"	"NAD-dependent protein deacetylase sirtuin-2"	"SIRT2"	"SIRT2"
"SIRT3"	"Q9NTG7"	"NAD-dependent protein deacetylase sirtuin-3, mitochondrial"	"SIRT3"	"SIRT3"
"SIRT5"	"Q9NXA8;Q9NXA8-3;Q9NXA8-2;Q9NXA8-4"	"NAD-dependent protein deacylase sirtuin-5, mitochondrial"	"SIRT5"	"SIRT5"
"SKIV2L"	"Q15477"	"Helicase SKI2W"	"SKIV2L"	"SKIV2L"
"SKIV2L2"	"P42285"	"Superkiller viralicidic activity 2-like 2"	"SKIV2L2"	"SKIV2L2"
"SKP1"	"P63208;P63208-2"	"S-phase kinase-associated protein 1"	"SKP1"	"SKP1"
"SLAIN2"	"Q9P270"	"SLAIN motif-containing protein 2"	"SLAIN2"	"SLAIN2"
"SLC11A2"	"P49281-3;P49281-4"	"Natural resistance-associated macrophage protein 2"	"SLC11A2"	"SLC11A2"
"SLC12A2"	"P55011;P55011-3"	"Solute carrier family 12 member 2"	"SLC12A2"	"SLC12A2"
"SLC12A4"	"Q9UP95-2;Q9UP95;Q9UP95-3;Q9UP95-5;Q9UP95-6;Q9UP95-7;Q9UP95-4;Q9UHW9-6;Q9UHW9-5;Q9UHW9-2;Q9UHW9-3;Q9UHW9-4;Q9UHW9"	"Solute carrier family 12 member 4"	"SLC12A4"	"SLC12A4"
"SLC12A7"	"Q9Y666;Q9Y666-2"	"Solute carrier family 12 member 7"	"SLC12A7"	"SLC12A7"
"SLC12A9"	"Q9BXP2;Q9BXP2-2;Q9BXP2-3;Q9BXP2-4"	"Solute carrier family 12 member 9"	"SLC12A9"	"SLC12A9"
"SLC16A1"	"P53985;P53985-2"	"Monocarboxylate transporter 1"	"SLC16A1"	"SLC16A1"
"SLC1A4"	"P43007;P43007-2"	"Neutral amino acid transporter A"	"SLC1A4"	"SLC1A4"
"SLC1A5"	"Q15758;Q15758-3;Q15758-2"	"Neutral amino acid transporter B(0)"	"SLC1A5"	"SLC1A5"
"SLC20A2"	"Q08357"	"Sodium-dependent phosphate transporter 2"	"SLC20A2"	"SLC20A2"
"SLC25A1"	"P53007"	"Tricarboxylate transport protein, mitochondrial"	"SLC25A1"	"SLC25A1"
"SLC25A10"	"Q9UBX3;Q9UBX3-2"	"Mitochondrial dicarboxylate carrier"	"SLC25A10"	"SLC25A10"
"SLC25A11"	"Q02978;Q02978-2"	"Mitochondrial 2-oxoglutarate/malate carrier protein"	"SLC25A11"	"SLC25A11"
"SLC25A12"	"O75746;O75746-2"	"Calcium-binding mitochondrial carrier protein Aralar1"	"SLC25A12"	"SLC25A12"
"SLC25A13"	"Q9UJS0;Q9UJS0-2"	"Calcium-binding mitochondrial carrier protein Aralar2"	"SLC25A13"	"SLC25A13"
"SLC25A16"	"P16260"	"Graves disease carrier protein"	"SLC25A16"	"SLC25A16"
"SLC25A19"	"Q9HC21-2;Q9HC21"	"Mitochondrial thiamine pyrophosphate carrier"	"SLC25A19"	"SLC25A19"
"SLC25A20"	"O43772"	"Mitochondrial carnitine/acylcarnitine carrier protein"	"SLC25A20"	"SLC25A20"
"SLC25A22"	"Q9H936;Q9H1K4"	"Mitochondrial glutamate carrier 1"	"SLC25A22"	"SLC25A22"
"SLC25A24"	"Q6NUK1;Q6NUK1-2"	"Calcium-binding mitochondrial carrier protein SCaMC-1"	"SLC25A24"	"SLC25A24"
"SLC25A25"	"Q6KCM7;Q6KCM7-4;Q6KCM7-5;Q6KCM7-2;Q6KCM7-3;Q6KCM7-6"	"Calcium-binding mitochondrial carrier protein SCaMC-2"	"SLC25A25"	"SLC25A25"
"SLC25A29"	"Q8N8R3-3;Q8N8R3"	"Mitochondrial basic amino acids transporter"	"SLC25A29"	"SLC25A29"
"SLC25A3"	"Q00325-2;Q00325"	"Phosphate carrier protein, mitochondrial"	"SLC25A3"	"SLC25A3"
"SLC25A35"	"Q3KQZ1;Q3KQZ1-3;Q3KQZ1-2;Q3KQZ1-4"	"Solute carrier family 25 member 35"	"SLC25A35"	"SLC25A35"
"SLC25A4"	"P12235"	"ADP/ATP translocase 1"	"SLC25A4"	"SLC25A4"
"SLC25A40"	"Q8TBP6"	"Solute carrier family 25 member 40"	"SLC25A40"	"SLC25A40"
"SLC25A5"	"P05141;Q9H0C2"	"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed"	"SLC25A5"	"SLC25A5"
"SLC25A6"	"P12236"	"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed"	"SLC25A6"	"SLC25A6"
"SLC26A2"	"P50443"	"Sulfate transporter"	"SLC26A2"	"SLC26A2"
"SLC27A1"	"Q6PCB7;Q6PCB7-2"	"Long-chain fatty acid transport protein 1"	"SLC27A1"	"SLC27A1"
"SLC27A3"	"Q5K4L6;Q5K4L6-2;Q5K4L6-3"	"Long-chain fatty acid transport protein 3"	"SLC27A3"	"SLC27A3"
"SLC27A4"	"Q6P1M0;Q6P1M0-2"	"Long-chain fatty acid transport protein 4"	"SLC27A4"	"SLC27A4"
"SLC27A6"	"Q9Y2P4"	"Long-chain fatty acid transport protein 6"	"SLC27A6"	"SLC27A6"
"SLC28A3"	"Q9HAS3;Q9HAS3-2"	"Solute carrier family 28 member 3"	"SLC28A3"	"SLC28A3"
"SLC29A1"	"Q99808;Q99808-2"	"Equilibrative nucleoside transporter 1"	"SLC29A1"	"SLC29A1"
"SLC2A1"	"P11166"	"Solute carrier family 2, facilitated glucose transporter member 1"	"SLC2A1"	"SLC2A1"
"SLC2A4"	"P14672-2;P14672"	"Solute carrier family 2, facilitated glucose transporter member 4"	"SLC2A4"	"SLC2A4"
"SLC30A7"	"Q8NEW0"	"Zinc transporter 7"	"SLC30A7"	"SLC30A7"
"SLC30A9"	"Q6PML9"	"Zinc transporter 9"	"SLC30A9"	"SLC30A9"
"SLC33A1"	"O00400"	"Acetyl-coenzyme A transporter 1"	"SLC33A1"	"SLC33A1"
"SLC34A2"	"O95436-2;O95436"	"Sodium-dependent phosphate transport protein 2B"	"SLC34A2"	"SLC34A2"
"SLC35A2"	"P78381-2;P78381;P78381-5;P78381-4;P78381-3"	"UDP-galactose translocator"	"SLC35A2"	"SLC35A2"
"SLC35B1"	"P78383;P78383-2"	"Solute carrier family 35 member B1"	"SLC35B1"	"SLC35B1"
"SLC35B2"	"Q8TB61-3;Q8TB61-2;Q8TB61;Q8TB61-4"	"Adenosine 3-phospho 5-phosphosulfate transporter 1"	"SLC35B2"	"SLC35B2"
"SLC35E1"	"Q96K37;Q96K37-2"	"Solute carrier family 35 member E1"	"SLC35E1"	"SLC35E1"
"SLC35F6"	"Q8N357"	"Solute carrier family 35 member F6"	"SLC35F6"	"SLC35F6"
"SLC38A10"	"Q9HBR0;Q9HBR0-3;Q9HBR0-2"	"Putative sodium-coupled neutral amino acid transporter 10"	"SLC38A10"	"SLC38A10"
"SLC39A11"	"Q8N1S5-2;Q8N1S5"	"Zinc transporter ZIP11"	"SLC39A11"	"SLC39A11"
"SLC39A14"	"Q15043-2;Q15043-3;Q15043"	"Zinc transporter ZIP14"	"SLC39A14"	"SLC39A14"
"SLC39A7"	"Q92504"	"Zinc transporter SLC39A7"	"SLC39A7"	"SLC39A7"
"SLC3A2"	"P08195-2;P08195-3;P08195;P08195-4"	"4F2 cell-surface antigen heavy chain"	"SLC3A2"	"SLC3A2"
"SLC41A3"	"Q96GZ6-6;Q96GZ6-5;Q96GZ6-9;Q96GZ6-2;Q96GZ6;Q96GZ6-7;Q96GZ6-4;Q96GZ6-3;Q96GZ6-8"	"Solute carrier family 41 member 3"	"SLC41A3"	"SLC41A3"
"SLC44A1"	"Q8WWI5-3;Q8WWI5-2;Q8WWI5"	"Choline transporter-like protein 1"	"SLC44A1"	"SLC44A1"
"SLC44A2"	"Q8IWA5-3;Q8IWA5;Q8IWA5-2"	"Choline transporter-like protein 2"	"SLC44A2"	"SLC44A2"
"SLC4A1AP"	"Q9BWU0"	"Kanadaptin"	"SLC4A1AP"	"SLC4A1AP"
"SLC4A2"	"P04920-2;P04920-3;P04920"	"Anion exchange protein 2"	"SLC4A2"	"SLC4A2"
"SLC4A7"	"Q9Y6M7-6;Q9Y6M7-13;Q9Y6M7-9;Q9Y6M7-8;Q9Y6M7-7;Q9Y6M7-2;Q9Y6M7-12;Q9Y6M7-4;Q9Y6M7-3;Q9Y6M7;Q9Y6M7-5;Q9Y6M7-11;Q9Y6M7-14;Q9Y6M7-10;Q2Y0W8-4;Q2Y0W8-5;Q2Y0W8-3;Q2Y0W8-2;Q2Y0W8;Q6U841-2;Q6U841-3;Q6U841"	"Sodium bicarbonate cotransporter 3"	"SLC4A7"	"SLC4A7"
"SLC5A1"	"P13866;P13866-2"	"Sodium/glucose cotransporter 1"	"SLC5A1"	"SLC5A1"
"SLC5A6"	"Q9Y289"	"Sodium-dependent multivitamin transporter"	"SLC5A6"	"SLC5A6"
"SLC6A14"	"Q9UN76"	"Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)"	"SLC6A14"	"SLC6A14"
"SLC7A1"	"P30825"	"High affinity cationic amino acid transporter 1"	"SLC7A1"	"SLC7A1"
"SLC9A1"	"P19634;P19634-2"	"Sodium/hydrogen exchanger 1"	"SLC9A1"	"SLC9A1"
"SLC9A3R1"	"O14745;O14745-2"	"Na(+)/H(+) exchange regulatory cofactor NHE-RF1"	"SLC9A3R1"	"SLC9A3R1"
"SLC9A3R2"	"Q15599;Q15599-3"	"Na(+)/H(+) exchange regulatory cofactor NHE-RF2"	"SLC9A3R2"	"SLC9A3R2"
"SLC9A7"	"Q96T83"	"Sodium/hydrogen exchanger 7"	"SLC9A7"	"SLC9A7"
"SLFN5"	"Q08AF3;Q08AF3-2;Q68D06-2;Q68D06;Q7Z7L1"	"Schlafen family member 5"	"SLFN5"	"SLFN5"
"SLIRP"	"Q9GZT3-2;Q9GZT3"	"SRA stem-loop-interacting RNA-binding protein, mitochondrial"	"SLIRP"	"SLIRP"
"SLK"	"Q9H2G2;Q9H2G2-2"	"STE20-like serine/threonine-protein kinase"	"SLK"	"SLK"
"SLMAP"	"Q14BN4-2;Q14BN4-3;Q14BN4;Q14BN4-4;Q14BN4-7;Q14BN4-6"	"Sarcolemmal membrane-associated protein"	"SLMAP"	"SLMAP"
"SLTM"	"Q9NWH9;Q9NWH9-3"	"SAFB-like transcription modulator"	"SLTM"	"SLTM"
"SLU7"	"O95391"	"Pre-mRNA-splicing factor SLU7"	"SLU7"	"SLU7"
"SMAD1"	"Q15797;Q15797-2;P84022-4"	"Mothers against decapentaplegic homolog 1"	"SMAD1"	"SMAD1"
"SMAD3;SMAD9"	"P84022;P84022-2;P84022-3;O15198-2;O15198"	"Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog 9"	"SMAD3;SMAD9"	"SMAD3;SMAD9"
"SMAD4"	"Q13485"	"Mothers against decapentaplegic homolog 4"	"SMAD4"	"SMAD4"
"SMAD5"	"Q99717"	"Mothers against decapentaplegic homolog 5"	"SMAD5"	"SMAD5"
"SMAP"	"O00193"	"Small acidic protein"	"SMAP"	"SMAP"
"SMAP1"	"Q8IYB5-3;Q8IYB5-2;Q8IYB5"	"Stromal membrane-associated protein 1"	"SMAP1"	"SMAP1"
"SMAP2"	"Q8WU79-3;Q8WU79-2;Q8WU79"	"Stromal membrane-associated protein 2"	"SMAP2"	"SMAP2"
"SMARCA1"	"P28370;P28370-2"	"Probable global transcription activator SNF2L1"	"SMARCA1"	"SMARCA1"
"SMARCA2"	"P51531-2;P51531"	"Probable global transcription activator SNF2L2"	"SMARCA2"	"SMARCA2"
"SMARCA4"	"P51532-5;P51532-2;P51532-3;P51532-4;P51532"	"Transcription activator BRG1"	"SMARCA4"	"SMARCA4"
"SMARCA5"	"O60264"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5"	"SMARCA5"	"SMARCA5"
"SMARCAD1"	"Q9H4L7;Q9H4L7-2;Q9H4L7-3"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1"	"SMARCAD1"	"SMARCAD1"
"SMARCAL1"	"Q9NZC9"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1"	"SMARCAL1"	"SMARCAL1"
"SMARCB1"	"Q12824;Q12824-2"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1"	"SMARCB1"	"SMARCB1"
"SMARCC1"	"Q92922"	"SWI/SNF complex subunit SMARCC1"	"SMARCC1"	"SMARCC1"
"SMARCC2"	"Q8TAQ2"	"SWI/SNF complex subunit SMARCC2"	"SMARCC2"	"SMARCC2"
"SMARCD1"	"Q96GM5;Q96GM5-2"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1"	"SMARCD1"	"SMARCD1"
"SMARCD2"	"Q92925-3;Q92925;Q92925-2"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2"	"SMARCD2"	"SMARCD2"
"SMARCE1"	"Q969G3-2;Q969G3-6;Q969G3-5;Q969G3;Q969G3-3;Q969G3-4"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1"	"SMARCE1"	"SMARCE1"
"SMC1A"	"Q14683"	"Structural maintenance of chromosomes protein 1A"	"SMC1A"	"SMC1A"
"SMC3"	"Q9UQE7"	"Structural maintenance of chromosomes protein 3"	"SMC3"	"SMC3"
"SMC5"	"Q8IY18"	"Structural maintenance of chromosomes protein 5"	"SMC5"	"SMC5"
"SMC6"	"Q96SB8;Q96SB8-2"	"Structural maintenance of chromosomes protein 6"	"SMC6"	"SMC6"
"SMCHD1"	"A6NHR9-2;A6NHR9;A6NHR9-3"	"Structural maintenance of chromosomes flexible hinge domain-containing protein 1"	"SMCHD1"	"SMCHD1"
"SMCO3"	"A2RU48"	"Single-pass membrane and coiled-coil domain-containing protein 3"	"SMCO3"	"SMCO3"
"SMEK1"	"Q6IN85;Q6IN85-5;Q6IN85-2;Q6IN85-4"	"Serine/threonine-protein phosphatase 4 regulatory subunit 3A"	"SMEK1"	"SMEK1"
"SMEK2"	"Q5MIZ7-3;Q5MIZ7-2;Q5MIZ7"	"Serine/threonine-protein phosphatase 4 regulatory subunit 3B"	"SMEK2"	"SMEK2"
"SMG1"	"Q96Q15-3;Q96Q15-2;Q96Q15;Q96Q15-4"	"Serine/threonine-protein kinase SMG1"	"SMG1"	"SMG1"
"SMG9"	"Q9H0W8-2;Q9H0W8"	"Protein SMG9"	"SMG9"	"SMG9"
"SMIM20"	"Q8N5G0-2;Q8N5G0"	"Small integral membrane protein 20"	"SMIM20"	"SMIM20"
"SMN1"	"Q16637-4;Q16637-2;Q16637-3;Q16637"	"Survival motor neuron protein"	"SMN1"	"SMN1"
"SMNDC1"	"O75940"	"Survival of motor neuron-related-splicing factor 30"	"SMNDC1"	"SMNDC1"
"SMPD1"	"P17405-3;P17405-2;P17405-4;P17405"	"Sphingomyelin phosphodiesterase"	"SMPD1"	"SMPD1"
"SMPD2"	"O60906"	"Sphingomyelin phosphodiesterase 2"	"SMPD2"	"SMPD2"
"SMPD3"	"Q9NY59-2;Q9NY59"	"Sphingomyelin phosphodiesterase 3"	"SMPD3"	"SMPD3"
"SMPD4"	"Q9NXE4-2;Q9NXE4;Q9NXE4-4;Q9NXE4-6;Q9NXE4-3;Q9NXE4-8;Q9NXE4-9;Q9NXE4-10;Q9NXE4-7;Q9NXE4-5"	"Sphingomyelin phosphodiesterase 4"	"SMPD4"	"SMPD4"
"SMPDL3B"	"Q92485-2;Q92485"	"Acid sphingomyelinase-like phosphodiesterase 3b"	"SMPDL3B"	"SMPDL3B"
"SMS"	"P52788;P52788-2"	"Spermine synthase"	"SMS"	"SMS"
"SMTN"	"P53814-5;P53814;P53814-6;P53814-2"	"Smoothelin"	"SMTN"	"SMTN"
"SMU1"	"Q2TAY7;Q2TAY7-2"	"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed"	"SMU1"	"SMU1"
"SMUG1"	"Q53HV7;Q53HV7-2"	"Single-strand selective monofunctional uracil DNA glycosylase"	"SMUG1"	"SMUG1"
"SMURF1"	"Q9HCE7-2;Q9HCE7"	"E3 ubiquitin-protein ligase SMURF1"	"SMURF1"	"SMURF1"
"SMYD3"	"Q9H7B4;Q9H7B4-3"	"Histone-lysine N-methyltransferase SMYD3"	"SMYD3"	"SMYD3"
"SMYD5"	"Q6GMV2"	"SET and MYND domain-containing protein 5"	"SMYD5"	"SMYD5"
"SNAP23"	"O00161;O00161-2"	"Synaptosomal-associated protein 23"	"SNAP23"	"SNAP23"
"SNAP29"	"O95721"	"Synaptosomal-associated protein 29"	"SNAP29"	"SNAP29"
"SNAPIN"	"O95295"	"SNARE-associated protein Snapin"	"SNAPIN"	"SNAPIN"
"SNCG"	"O76070"	"Gamma-synuclein"	"SNCG"	"SNCG"
"SND1"	"Q7KZF4"	"Staphylococcal nuclease domain-containing protein 1"	"SND1"	"SND1"
"SNF8"	"Q96H20-2;Q96H20"	"Vacuolar-sorting protein SNF8"	"SNF8"	"SNF8"
"SNIP1"	"Q8TAD8"	"Smad nuclear-interacting protein 1"	"SNIP1"	"SNIP1"
"SNPH"	"O15079;O15079-2"	"Syntaphilin"	"SNPH"	"SNPH"
"SNRNP200"	"O75643;O75643-2"	"U5 small nuclear ribonucleoprotein 200 kDa helicase"	"SNRNP200"	"SNRNP200"
"SNRNP27"	"Q8WVK2"	"U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein"	"SNRNP27"	"SNRNP27"
"SNRNP40"	"Q96DI7;Q96DI7-2"	"U5 small nuclear ribonucleoprotein 40 kDa protein"	"SNRNP40"	"SNRNP40"
"SNRNP70"	"P08621;P08621-2;P08621-3;P08621-4"	"U1 small nuclear ribonucleoprotein 70 kDa"	"SNRNP70"	"SNRNP70"
"SNRPA"	"P09012"	"U1 small nuclear ribonucleoprotein A"	"SNRPA"	"SNRPA"
"SNRPA1"	"P09661"	"U2 small nuclear ribonucleoprotein A"	"SNRPA1"	"SNRPA1"
"SNRPB;SNRPN"	"P14678-2;P63162;P14678;P63162-2;P14678-3"	"Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N"	"SNRPB;SNRPN"	"SNRPB;SNRPN"
"SNRPB2"	"P08579"	"U2 small nuclear ribonucleoprotein B"	"SNRPB2"	"SNRPB2"
"SNRPC"	"P09234"	"U1 small nuclear ribonucleoprotein C"	"SNRPC"	"SNRPC"
"SNRPD1"	"P62314"	"Small nuclear ribonucleoprotein Sm D1"	"SNRPD1"	"SNRPD1"
"SNRPD2"	"P62316;P62316-2"	"Small nuclear ribonucleoprotein Sm D2"	"SNRPD2"	"SNRPD2"
"SNRPD3"	"P62318-2;P62318"	"Small nuclear ribonucleoprotein Sm D3"	"SNRPD3"	"SNRPD3"
"SNRPE"	"P62304"	"Small nuclear ribonucleoprotein E"	"SNRPE"	"SNRPE"
"SNRPF"	"P62306"	"Small nuclear ribonucleoprotein F"	"SNRPF"	"SNRPF"
"SNRPG;SNRPGP15"	"P62308;A8MWD9"	"Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15"	"SNRPG;SNRPGP15"	"SNRPG;SNRPGP15"
"SNTB1"	"Q13884;Q13884-2"	"Beta-1-syntrophin"	"SNTB1"	"SNTB1"
"SNTB2"	"Q13425;Q13425-2"	"Beta-2-syntrophin"	"SNTB2"	"SNTB2"
"SNW1"	"Q13573"	"SNW domain-containing protein 1"	"SNW1"	"SNW1"
"SNX1"	"Q13596;Q13596-2;Q13596-3"	"Sorting nexin-1"	"SNX1"	"SNX1"
"SNX12"	"Q9UMY4-2;Q9UMY4;Q9UMY4-3"	"Sorting nexin-12"	"SNX12"	"SNX12"
"SNX15"	"Q9NRS6;Q9NRS6-2"	"Sorting nexin-15"	"SNX15"	"SNX15"
"SNX17"	"Q15036-2;Q15036"	"Sorting nexin-17"	"SNX17"	"SNX17"
"SNX18"	"Q96RF0-3;Q96RF0-2;Q96RF0"	"Sorting nexin-18"	"SNX18"	"SNX18"
"SNX2"	"O60749;O60749-2"	"Sorting nexin-2"	"SNX2"	"SNX2"
"SNX21"	"Q969T3"	"Sorting nexin-21"	"SNX21"	"SNX21"
"SNX24"	"Q9Y343-2;Q9Y343"	"Sorting nexin-24"	"SNX24"	"SNX24"
"SNX27"	"Q96L92-3;Q96L92;Q96L92-2;Q96L92-4"	"Sorting nexin-27"	"SNX27"	"SNX27"
"SNX3"	"O60493;O60493-2;O60493-4;O60493-3"	"Sorting nexin-3"	"SNX3"	"SNX3"
"SNX30"	"Q5VWJ9"	"Sorting nexin-30"	"SNX30"	"SNX30"
"SNX33"	"Q8WV41"	"Sorting nexin-33"	"SNX33"	"SNX33"
"SNX4"	"O95219;O95219-2"	"Sorting nexin-4"	"SNX4"	"SNX4"
"SNX5"	"Q9Y5X3;Q9Y5X3-2"	"Sorting nexin-5"	"SNX5"	"SNX5"
"SNX6"	"Q9UNH7;Q9UNH7-2"	"Sorting nexin-6;Sorting nexin-6, N-terminally processed"	"SNX6"	"SNX6"
"SNX8"	"Q9Y5X2"	"Sorting nexin-8"	"SNX8"	"SNX8"
